,venue,inning,Date,bat_team,bowl_team,batsmen,bowlers,run,batsman1,batsman2,bowler1,bowler2
517,15,2,2012,13,7,"['CA Pujara', 'CH Gayle', 'V Kohli', 'AB de Villiers', 'SS Tiwary', 'MA Agarwal', 'DL Vettori', 'R Vinay Kumar', 'HV Patel', 'Z Khan']","['B Lee', 'JH Kallis', 'L Balaji', 'R Bhatia', 'RN ten Doeschate', 'Shakib Al Hasan']",20.0,23,21,28,89
518,9,1,2012,0,3,"['F du Plessis', 'SK Raina', 'S Badrinath', 'RA Jadeja', 'DJ Bravo', 'MS Dhoni', 'JA Morkel', 'R Ashwin', 'SB Jakati']","['IK Pathan', 'UT Yadav', 'M Morkel', 'KP Pietersen', 'RE van der Merwe', 'S Nadeem']",46.0,35,120,68,206
519,9,2,2012,3,0,"['NV Ojha', 'V Sehwag', 'KP Pietersen', 'DPMD Jayawardene']","['JA Morkel', 'DE Bollinger', 'R Ashwin', 'SB Jakati', 'RA Jadeja', 'DJ Bravo']",50.0,84,142,72,55
520,40,1,2012,8,10,"['RE Levi', 'TL Suman', 'RG Sharma', 'AT Rayudu', 'KA Pollard', 'KD Karthik', 'JEC Franklin', 'Harbhajan Singh']","['AA Chavan', 'A Singh', 'KK Cooper', 'GB Hogg', 'SK Trivedi', 'J Botha']",56.0,98,137,8,7
521,40,2,2012,10,8,"['R Dravid', 'AM Rahane', 'SP Goswami', 'OA Shah', 'AL Menaria', 'J Botha', 'KK Cooper', 'AA Chavan', 'A Singh', 'SK Trivedi', 'GB Hogg']","['SL Malinga', 'MM Patel', 'JEC Franklin', 'PP Ojha', 'Harbhajan Singh', 'KA Pollard']",45.0,93,7,161,129
522,18,1,2012,13,0,"['MA Agarwal', 'CH Gayle', 'V Kohli', 'AB de Villiers', 'SS Tiwary', 'CA Pujara', 'DL Vettori', 'RR Bhatkal', 'R Vinay Kumar']","['R Ashwin', 'DE Bollinger', 'JA Morkel', 'DJ Bravo', 'SK Raina', 'SB Jakati', 'RA Jadeja']",58.0,66,21,132,55
523,18,2,2012,0,13,"['M Vijay', 'F du Plessis', 'SK Raina', 'MS Dhoni', 'DJ Bravo', 'JA Morkel', 'RA Jadeja']","['DL Vettori', 'Z Khan', 'R Vinay Kumar', 'RR Bhatkal', 'M Muralitharan', 'V Kohli']",53.0,64,34,49,219
524,27,1,2012,9,5,"['JD Ryder', 'SC Ganguly', 'MN Samuels', 'RV Uthappa', 'AD Mathews', 'M Manhas', 'SPD Smith', 'MK Pandey', 'R Sharma', 'A Nehra', 'AB Dinda']","['P Kumar', 'P Awana', 'AD Mascarenhas', 'Harmeet Singh', 'PP Chawla']",32.0,46,117,124,148
525,27,2,2012,5,9,"['PC Valthaty', 'SE Marsh', 'AC Gilchrist', 'Mandeep Singh', 'PP Chawla']","['AB Dinda', 'A Nehra', 'MN Samuels', 'AD Mathews', 'JD Ryder', 'R Sharma']",38.0,89,119,11,5
526,8,1,2012,10,7,"['R Dravid', 'AM Rahane', 'AL Menaria', 'SP Goswami', 'OA Shah', 'BJ Hodge', 'J Botha']","['L Balaji', 'JH Kallis', 'SP Narine', 'Shakib Al Hasan', 'YK Pathan', 'R Bhatia']",45.0,93,7,95,89
527,8,2,2012,7,10,"['JH Kallis', 'G Gambhir', 'MS Bisla', 'MK Tiwary', 'Shakib Al Hasan', 'YK Pathan', 'RN ten Doeschate']","['J Botha', 'A Singh', 'AA Chavan', 'GB Hogg', 'SK Trivedi', 'AL Menaria']",38.0,48,36,70,7
528,37,1,2012,0,9,"['F du Plessis', 'M Vijay', 'SK Raina', 'MS Dhoni', 'RA Jadeja', 'JA Morkel', 'DJ Bravo']","['M Kartik', 'AB Dinda', 'A Nehra', 'R Sharma', 'MN Samuels', 'AD Mathews']",43.0,35,72,97,12
529,37,2,2012,9,0,"['RV Uthappa', 'JD Ryder', 'SC Ganguly', 'MN Samuels', 'SPD Smith']","['KMDN Kulasekara', 'JA Morkel', 'R Ashwin', 'DJ Bravo', 'SK Raina', 'VY Mahesh']",58.0,106,51,89,84
530,8,1,2012,5,7,"['AC Gilchrist', 'Mandeep Singh', 'SE Marsh', 'DJ Hussey', 'P Dogra', 'Bipul Sharma', 'AD Mascarenhas', 'PP Chawla', 'P Kumar', 'Harmeet Singh', 'BA Bhatt']","['YK Pathan', 'JH Kallis', 'SP Narine', 'Shakib Al Hasan', 'JD Unadkat', 'R Bhatia']",30.0,6,86,192,89
531,8,2,2012,7,5,"['JH Kallis', 'G Gambhir', 'MS Bisla', 'MK Tiwary', 'Shakib Al Hasan', 'YK Pathan', 'DB Das', 'RN ten Doeschate', 'R Bhatia']","['P Kumar', 'BA Bhatt', 'AD Mascarenhas', 'Harmeet Singh', 'PP Chawla']",51.0,48,36,124,35
532,15,1,2012,10,13,"['R Dravid', 'AM Rahane', 'OA Shah', 'BJ Hodge']","['Z Khan', 'S Aravind', 'R Vinay Kumar', 'DL Vettori', 'M Muralitharan', 'CH Gayle']",43.0,93,7,194,171
533,15,2,2012,13,10,"['MA Agarwal', 'CH Gayle', 'V Kohli', 'AB de Villiers', 'SS Tiwary', 'M Kaif', 'DL Vettori', 'R Vinay Kumar', 'Z Khan', 'S Aravind', 'M Muralitharan']","['J Botha', 'Pankaj Singh', 'A Singh', 'GB Hogg', 'SK Trivedi']",54.0,66,21,70,156
534,40,1,2012,8,3,"['RE Levi', 'DJ Jacobs', 'RG Sharma', 'AT Rayudu', 'KA Pollard', 'KD Karthik', 'Harbhajan Singh', 'CJ McKay', 'RP Singh', 'PP Ojha', 'MM Patel']","['IK Pathan', 'S Nadeem', 'M Morkel', 'AB Agarkar', 'UT Yadav']",26.0,98,28,68,176
535,40,2,2012,3,8,"['NV Ojha', 'V Sehwag', 'KP Pietersen', 'DPMD Jayawardene', 'LRPL Taylor']","['MM Patel', 'RP Singh', 'CJ McKay', 'PP Ojha', 'KA Pollard']",48.0,84,142,110,169
536,32,1,2012,1,10,"['KC Sangakkara', 'S Dhawan', 'DT Christian', 'JP Duminy']","['Pankaj Singh', 'A Singh', 'J Botha', 'SK Trivedi', 'GB Hogg', 'BJ Hodge']",65.0,54,113,131,7
537,32,2,2012,10,1,"['R Dravid', 'AM Rahane', 'AL Menaria', 'OA Shah', 'BJ Hodge', 'J Botha', 'DH Yagnik']","['Ankit Sharma', 'DW Steyn', 'DT Christian', 'Anand Rajan', 'A Mishra']",65.0,93,7,23,67
538,15,1,2012,9,13,"['RV Uthappa', 'JD Ryder', 'SC Ganguly', 'MN Samuels', 'SPD Smith', 'AD Mathews', 'M Manhas']","['Z Khan', 'TM Dilshan', 'R Vinay Kumar', 'HV Patel', 'DL Vettori', 'KP Appanna']",60.0,106,51,194,202
539,15,2,2012,13,9,"['TM Dilshan', 'CH Gayle', 'MA Agarwal', 'V Kohli', 'SS Tiwary', 'AB de Villiers']","['AB Dinda', 'A Nehra', 'B Kumar', 'MN Samuels', 'AD Mathews', 'R Sharma']",46.0,131,21,11,5
540,27,1,2012,5,7,"['AC Gilchrist', 'PC Valthaty', 'SE Marsh', 'Mandeep Singh', 'DJ Hussey', 'P Dogra', 'AD Mascarenhas', 'PP Chawla']","['B Lee', 'JH Kallis', 'SP Narine', 'L Balaji', 'YK Pathan', 'R Bhatia']",47.0,6,94,28,89
541,27,2,2012,7,5,"['BB McCullum', 'G Gambhir', 'MS Bisla', 'JH Kallis']","['P Kumar', 'AD Mascarenhas', 'Harmeet Singh', 'PP Chawla', 'BA Bhatt']",55.0,17,36,124,15
542,18,1,2012,0,9,"['F du Plessis', 'S Badrinath', 'SK Raina', 'MS Dhoni', 'DJ Bravo', 'RA Jadeja']","['M Kartik', 'A Nehra', 'B Kumar', 'MN Samuels', 'R Sharma', 'AD Mathews']",43.0,35,111,97,5
543,18,2,2012,9,0,"['RV Uthappa', 'JD Ryder', 'SC Ganguly', 'MK Pandey', 'MN Samuels', 'SPD Smith', 'AD Mathews', 'B Kumar', 'M Kartik']","['DE Bollinger', 'KMDN Kulasekara', 'R Ashwin', 'DJ Bravo', 'SB Jakati', 'RA Jadeja']",56.0,106,51,43,109
544,9,1,2012,1,3,"['KC Sangakkara', 'S Dhawan', 'PA Patel', 'DT Christian', 'JP Duminy', 'B Chipli', 'AA Jhunjhunwala', 'DW Steyn', 'A Mishra', 'Ankit Sharma']","['IK Pathan', 'KP Pietersen', 'M Morkel', 'AB Agarkar', 'UT Yadav', 'S Nadeem']",50.0,54,113,68,110
545,9,2,2012,3,1,"['NV Ojha', 'V Sehwag', 'KP Pietersen', 'DPMD Jayawardene', 'LRPL Taylor', 'IK Pathan', 'Y Nagar']","['V Pratap Singh', 'DW Steyn', 'DT Christian', 'JP Duminy', 'A Mishra', 'Ankit Sharma']",35.0,84,142,185,67
546,27,1,2012,5,13,"['N Saini', 'PC Valthaty', 'SE Marsh', 'DJ Hussey', 'DA Miller', 'Mandeep Singh', 'Azhar Mahmood', 'PP Chawla']","['Z Khan', 'R Vinay Kumar', 'HV Patel', 'AB McDonald', 'DL Vettori']",41.0,81,94,194,163
547,27,2,2012,13,5,"['MA Agarwal', 'CH Gayle', 'V Kohli', 'SS Tiwary', 'AB de Villiers', 'AB McDonald', 'DL Vettori']","['P Kumar', 'P Awana', 'PP Chawla', 'Harmeet Singh', 'Azhar Mahmood']",38.0,66,21,124,148
548,9,1,2012,9,3,"['RV Uthappa', 'JD Ryder', 'SC Ganguly', 'SPD Smith', 'AD Mathews']","['IK Pathan', 'S Nadeem', 'M Morkel', 'UT Yadav', 'KP Pietersen', 'V Sehwag', 'Y Nagar']",55.0,106,51,68,176
549,9,2,2012,3,9,"['DPMD Jayawardene', 'V Sehwag', 'KP Pietersen', 'IK Pathan', 'P Negi', 'LRPL Taylor', 'Y Nagar', 'NV Ojha', 'M Morkel']","['AC Thomas', 'A Nehra', 'M Kartik', 'AD Mathews', 'R Sharma', 'JD Ryder', 'SC Ganguly']",49.0,31,142,12,5
550,18,1,2012,10,0,"['R Dravid', 'AM Rahane', 'OA Shah', 'AL Menaria', 'BJ Hodge']","['KMDN Kulasekara', 'DE Bollinger', 'DJ Bravo', 'R Ashwin', 'SB Jakati', 'RA Jadeja']",42.0,93,7,89,55
551,18,2,2012,0,10,"['S Badrinath', 'F du Plessis', 'SK Raina', 'MS Dhoni', 'DJ Bravo']","['AL Menaria', 'STR Binny', 'A Singh', 'KK Cooper', 'GB Hogg', 'SK Trivedi']",45.0,108,34,18,192
552,1,1,2012,1,7,"['KC Sangakkara', 'S Dhawan', 'PA Patel', 'CL White', 'JP Duminy', 'IR Jaggi', 'Ankit Sharma', 'DW Steyn', 'A Mishra']","['YK Pathan', 'B Lee', 'SP Narine', 'L Balaji', 'JH Kallis', 'R Bhatia']",40.0,54,113,192,33
553,1,2,2012,7,1,"['BB McCullum', 'G Gambhir', 'MS Bisla', 'JH Kallis', 'YK Pathan', 'MK Tiwary', 'DB Das']","['DW Steyn', 'Ankit Sharma', 'V Pratap Singh', 'A Mishra', 'CL White', 'Anand Rajan', 'JP Duminy']",45.0,17,36,55,26
554,40,1,2012,8,5,"['JEC Franklin', 'SR Tendulkar', 'RG Sharma', 'KD Karthik', 'KA Pollard', 'Harbhajan Singh', 'AT Rayudu', 'NLTC Perera']","['P Kumar', 'BA Bhatt', 'P Awana', 'Azhar Mahmood', 'PP Chawla', 'DJ Hussey']",41.0,47,127,124,35
555,40,2,2012,5,8,"['N Saini', 'Mandeep Singh', 'SE Marsh', 'DJ Hussey', 'Azhar Mahmood', 'DA Miller']","['MM Patel', 'RP Singh', 'PP Ojha', 'KA Pollard', 'Harbhajan Singh', 'NLTC Perera']",48.0,81,86,110,169
556,32,1,2012,13,10,"['V Kohli', 'TM Dilshan', 'MA Agarwal', 'CH Gayle', 'AB de Villiers']","['A Chandila', 'Pankaj Singh', 'KK Cooper', 'SK Trivedi', 'GB Hogg']",39.0,134,138,0,156
557,32,2,2012,10,13,"['R Dravid', 'AM Rahane', 'OA Shah', 'SP Goswami', 'BJ Hodge', 'STR Binny', 'KK Cooper', 'GB Hogg']","['Z Khan', 'R Vinay Kumar', 'DL Vettori', 'KP Appanna', 'HV Patel']",52.0,93,7,194,163
558,37,1,2012,9,3,"['JD Ryder', 'SC Ganguly', 'MK Pandey', 'RV Uthappa']","['IK Pathan', 'M Morkel', 'UT Yadav', 'P Negi', 'S Nadeem']",28.0,46,117,68,117
559,37,2,2012,3,9,"['DPMD Jayawardene', 'V Sehwag', 'KP Pietersen', 'LRPL Taylor']","['AC Thomas', 'A Nehra', 'LJ Wright', 'SC Ganguly', 'M Kartik', 'R Sharma']",63.0,31,142,12,5
560,27,1,2012,5,8,"['N Saini', 'Mandeep Singh', 'SE Marsh', 'DJ Hussey', 'DA Miller']","['RJ Peterson', 'RP Singh', 'CJ McKay', 'MM Patel', 'Harbhajan Singh', 'KA Pollard', 'JEC Franklin']",45.0,81,86,140,169
561,27,2,2012,8,5,"['JEC Franklin', 'SR Tendulkar', 'RG Sharma', 'KD Karthik', 'KA Pollard', 'AT Rayudu', 'Harbhajan Singh', 'RJ Peterson']","['P Kumar', 'BA Bhatt', 'P Awana', 'PP Chawla', 'Azhar Mahmood']",42.0,47,127,124,35
562,37,1,2012,1,9,"['PA Patel', 'S Dhawan', 'CL White', 'KC Sangakkara', 'JP Duminy', 'IR Jaggi']","['A Nehra', 'AC Thomas', 'MN Samuels', 'B Kumar', 'R Sharma']",55.0,87,113,4,14
563,37,2,2012,9,1,"['MK Pandey', 'JD Ryder', 'SC Ganguly', 'RV Uthappa', 'MN Samuels', 'SPD Smith', 'M Manhas', 'AC Thomas', 'B Kumar']","['Ankit Sharma', 'JP Duminy', 'MS Gony', 'J Theron', 'A Mishra', 'A Ashish Reddy']",47.0,72,51,23,94
564,9,1,2012,3,8,"['DPMD Jayawardene', 'V Sehwag', 'KP Pietersen', 'IK Pathan', 'LRPL Taylor', 'Y Nagar', 'NV Ojha']","['SL Malinga', 'RP Singh', 'R Shukla', 'Harbhajan Singh', 'RJ Peterson', 'KA Pollard']",57.0,31,142,161,169
565,9,2,2012,8,3,"['AC Blizzard', 'RG Sharma', 'SR Tendulkar', 'KD Karthik', 'AT Rayudu', 'KA Pollard', 'Harbhajan Singh', 'RJ Peterson', 'SL Malinga', 'RP Singh']","['IK Pathan', 'S Nadeem', 'M Morkel', 'UT Yadav', 'AB Agarkar']",50.0,5,103,68,176
566,8,1,2012,7,13,"['BB McCullum', 'G Gambhir', 'JH Kallis', 'YK Pathan', 'MK Tiwary']","['Z Khan', 'DL Vettori', 'KP Appanna', 'R Vinay Kumar', 'TM Dilshan', 'HV Patel']",49.0,17,36,194,60
567,8,2,2012,13,7,"['TM Dilshan', 'CH Gayle', 'V Kohli', 'AB de Villiers', 'SS Tiwary', 'MA Agarwal', 'DL Vettori', 'R Vinay Kumar']","['YK Pathan', 'B Lee', 'SP Narine', 'JH Kallis', 'R Bhatia', 'LR Shukla']",36.0,131,21,192,33
568,18,1,2012,5,0,"['Mandeep Singh', 'SE Marsh', 'Azhar Mahmood', 'DA Miller', 'DJ Hussey', 'Bipul Sharma', 'PP Chawla', 'N Saini', 'P Kumar']","['KMDN Kulasekara', 'JA Morkel', 'R Ashwin', 'SB Jakati', 'SK Raina', 'DJ Bravo', 'RA Jadeja']",47.0,78,119,89,84
569,18,2,2012,0,5,"['F du Plessis', 'S Badrinath', 'SK Raina', 'WP Saha', 'RA Jadeja', 'MS Dhoni', 'DJ Bravo', 'JA Morkel', 'KMDN Kulasekara', 'R Ashwin']","['P Kumar', 'BA Bhatt', 'Bipul Sharma', 'P Awana', 'Azhar Mahmood', 'PP Chawla', 'DJ Hussey']",48.0,35,111,124,35
570,9,1,2012,3,10,"['DPMD Jayawardene', 'V Sehwag', 'KP Pietersen', 'LRPL Taylor', 'Y Nagar', 'NV Ojha', 'IK Pathan']","['AA Chavan', 'Pankaj Singh', 'A Singh', 'KK Cooper', 'GB Hogg']",44.0,31,142,8,156
571,9,2,2012,10,3,"['R Dravid', 'AM Rahane', 'BJ Hodge', 'OA Shah']","['IK Pathan', 'S Nadeem', 'M Morkel', 'UT Yadav', 'AB Agarkar']",41.0,93,7,68,176
572,40,1,2012,1,8,"['PA Patel', 'S Dhawan', 'IR Jaggi', 'CL White', 'JP Duminy', 'DT Christian', 'B Chipli', 'A Ashish Reddy', 'A Mishra', 'DW Steyn', 'V Pratap Singh']","['Harbhajan Singh', 'RP Singh', 'MM Patel', 'SL Malinga', 'JEC Franklin', 'RJ Peterson']",40.0,87,113,62,169
573,40,2,2012,8,1,"['RE Levi', 'RG Sharma', 'SR Tendulkar', 'KD Karthik', 'JEC Franklin', 'AT Rayudu', 'RJ Peterson']","['DW Steyn', 'V Pratap Singh', 'DT Christian', 'A Mishra', 'A Ashish Reddy', 'JP Duminy']",35.0,98,103,55,207
574,18,1,2012,0,7,"['F du Plessis', 'MEK Hussey', 'SK Raina', 'DJ Bravo', 'MS Dhoni', 'RA Jadeja', 'JA Morkel']","['Iqbal Abdulla', 'B Lee', 'YK Pathan', 'SP Narine', 'JH Kallis', 'R Bhatia', 'LR Shukla']",44.0,35,76,69,33
575,18,2,2012,7,0,"['G Gambhir', 'BB McCullum', 'JH Kallis', 'MK Tiwary', 'YK Pathan', 'DB Das']","['SB Jakati', 'JA Morkel', 'R Ashwin', 'VY Mahesh', 'RA Jadeja', 'DJ Bravo', 'SK Raina']",44.0,37,14,157,84
576,32,1,2012,10,3,"['R Dravid', 'AM Rahane', 'SR Watson', 'OA Shah', 'BJ Hodge', 'AL Menaria', 'SP Goswami', 'AA Chavan']","['IK Pathan', 'UT Yadav', 'M Morkel', 'S Nadeem', 'P Negi', 'V Sehwag']",58.0,93,7,68,206
577,32,2,2012,3,10,"['DPMD Jayawardene', 'KP Pietersen', 'V Sehwag', 'LRPL Taylor', 'Y Nagar', 'NV Ojha']","['AA Chavan', 'Pankaj Singh', 'SR Watson', 'A Singh', 'GB Hogg', 'AL Menaria']",65.0,31,63,8,156
578,1,1,2012,1,9,"['PA Patel', 'CL White', 'S Dhawan', 'KC Sangakkara', 'JP Duminy', 'BB Samantray']","['MN Samuels', 'WD Parnell', 'A Nehra', 'B Kumar', 'M Kartik', 'SC Ganguly']",34.0,87,22,112,211
579,1,2,2012,9,1,"['MK Pandey', 'SC Ganguly', 'MJ Clarke', 'SPD Smith', 'RV Uthappa', 'M Manhas', 'MN Samuels']","['Ankit Sharma', 'JP Duminy', 'V Pratap Singh', 'DW Steyn', 'A Mishra', 'A Ashish Reddy', 'S Dhawan']",49.0,72,117,23,94
580,15,1,2012,13,5,"['MA Agarwal', 'V Kohli', 'CH Gayle', 'AB de Villiers', 'AB McDonald', 'AUK Pathan', 'SS Tiwary']","['P Kumar', 'RJ Harris', 'P Awana', 'Azhar Mahmood', 'PP Chawla', 'AM Nayar', 'DJ Hussey']",33.0,66,141,124,168
581,15,2,2012,5,13,"['Mandeep Singh', 'SE Marsh', 'N Saini', 'DJ Hussey', 'Azhar Mahmood', 'AM Nayar', 'P Dogra', 'PP Chawla']","['Z Khan', 'R Vinay Kumar', 'AB McDonald', 'DL Vettori', 'KP Appanna', 'AUK Pathan']",56.0,78,119,194,163
582,37,1,2012,8,9,"['JEC Franklin', 'SR Tendulkar', 'RG Sharma', 'RJ Peterson', 'KD Karthik', 'AT Rayudu', 'NLTC Perera', 'Harbhajan Singh', 'SL Malinga', 'PP Ojha']","['M Kartik', 'AB Dinda', 'WD Parnell', 'B Kumar', 'A Nehra', 'MJ Clarke']",44.0,47,127,97,12
583,37,2,2012,9,8,"['RV Uthappa', 'JD Ryder', 'MJ Clarke', 'SC Ganguly', 'SPD Smith', 'M Manhas', 'WD Parnell', 'B Kumar']","['SL Malinga', 'MM Patel', 'Harbhajan Singh', 'PP Ojha', 'JEC Franklin', 'NLTC Perera']",38.0,106,51,161,129
584,18,1,2012,0,1,"['F du Plessis', 'M Vijay', 'SK Raina', 'MS Dhoni', 'JA Morkel', 'RA Jadeja', 'S Badrinath', 'DJ Bravo']","['Ankit Sharma', 'DW Steyn', 'V Pratap Singh', 'DT Christian', 'AA Jhunjhunwala', 'A Mishra', 'A Ashish Reddy']",58.0,35,72,23,67
585,18,2,2012,1,0,"['PA Patel', 'S Dhawan', 'CL White', 'KC Sangakkara', 'DT Christian', 'A Ashish Reddy', 'AA Jhunjhunwala']","['BW Hilfenhaus', 'JA Morkel', 'DJ Bravo', 'R Ashwin', 'SB Jakati', 'SK Raina', 'RA Jadeja']",47.0,87,113,33,84
586,27,1,2012,10,5,"['R Dravid', 'AM Rahane', 'SR Watson', 'AL Menaria', 'BJ Hodge', 'J Botha', 'STR Binny']","['P Kumar', 'RJ Harris', 'P Awana', 'Azhar Mahmood', 'PP Chawla']",67.0,93,7,124,168
587,27,2,2012,5,10,"['SE Marsh', 'Mandeep Singh', 'N Saini', 'DJ Hussey', 'Azhar Mahmood', 'Gurkeerat Singh', 'AM Nayar', 'PP Chawla', 'RJ Harris', 'P Kumar']","['AA Chavan', 'SR Watson', 'SW Tait', 'J Botha', 'SK Trivedi', 'STR Binny']",38.0,117,86,8,191
588,8,1,2012,7,9,"['G Gambhir', 'BB McCullum', 'YK Pathan', 'JH Kallis', 'DB Das', 'LR Shukla', 'MK Tiwary']","['M Kartik', 'AB Dinda', 'B Kumar', 'WD Parnell', 'MJ Clarke', 'AD Mathews']",81.0,37,14,97,12
589,8,2,2012,9,7,"['RV Uthappa', 'MJ Clarke', 'MK Pandey', 'SPD Smith', 'M Manhas', 'AD Mathews', 'SC Ganguly', 'WD Parnell', 'B Kumar']","['Iqbal Abdulla', 'M de Lange', 'JH Kallis', 'SP Narine', 'R Bhatia', 'YK Pathan']",49.0,106,77,69,121
590,40,1,2012,0,8,"['M Vijay', 'F du Plessis', 'DJ Bravo', 'SK Raina', 'MS Dhoni', 'JA Morkel', 'RA Jadeja', 'S Badrinath', 'R Ashwin']","['RJ Peterson', 'RP Singh', 'MM Patel', 'SL Malinga', 'Harbhajan Singh', 'DR Smith', 'JEC Franklin']",54.0,64,34,140,169
591,40,2,2012,8,0,"['JEC Franklin', 'SR Tendulkar', 'RG Sharma', 'KD Karthik', 'AT Rayudu', 'DR Smith', 'RJ Peterson', 'Harbhajan Singh', 'SL Malinga', 'RP Singh']","['BW Hilfenhaus', 'JA Morkel', 'R Ashwin', 'DJ Bravo', 'SB Jakati', 'RA Jadeja']",46.0,47,127,33,84
592,15,1,2012,1,13,"['DJ Harris', 'S Dhawan', 'CL White', 'KC Sangakkara']","['Z Khan', 'A Mithun', 'P Parameswaran', 'M Muralitharan', 'TM Dilshan', 'J Syed Mohammad', 'CH Gayle']",49.0,28,113,194,4
593,15,2,2012,13,1,"['TM Dilshan', 'CH Gayle', 'V Kohli', 'AUK Pathan', 'AB de Villiers', 'MA Agarwal', 'J Syed Mohammad']","['S Dhawan', 'DW Steyn', 'V Pratap Singh', 'Anand Rajan', 'A Ashish Reddy', 'A Mishra']",47.0,131,21,147,67
594,9,1,2012,3,7,"['DA Warner', 'V Sehwag', 'DPMD Jayawardene', 'LRPL Taylor', 'IK Pathan', 'Y Nagar', 'NV Ojha', 'S Nadeem', 'VR Aaron']","['B Lee', 'PJ Sangwan', 'JH Kallis', 'SP Narine', 'R Bhatia']",52.0,26,142,28,153
595,9,2,2012,7,3,"['BB McCullum', 'G Gambhir', 'JH Kallis', 'YK Pathan', 'MK Tiwary', 'DB Das']","['IK Pathan', 'S Nadeem', 'M Morkel', 'UT Yadav', 'VR Aaron']",61.0,17,36,68,176
596,29,1,2012,5,1,"['Mandeep Singh', 'SE Marsh', 'N Saini', 'DJ Hussey', 'Azhar Mahmood', 'DA Miller', 'SD Chitnis']","['AA Jhunjhunwala', 'V Pratap Singh', 'J Theron', 'S Dhawan', 'A Ashish Reddy', 'A Mishra', 'DJ Harris']",54.0,78,119,9,207
597,29,2,2012,1,5,"['DJ Harris', 'S Dhawan', 'PA Patel', 'CL White', 'KC Sangakkara', 'AA Jhunjhunwala', 'PA Reddy', 'A Ashish Reddy', 'J Theron', 'A Mishra']","['RR Powar', 'P Kumar', 'PP Chawla', 'P Awana', 'Azhar Mahmood', 'DJ Hussey']",47.0,28,113,143,149
598,37,1,2012,9,10,"['SC Ganguly', 'MJ Clarke', 'RV Uthappa', 'AP Majumdar', 'SPD Smith', 'AD Mathews', 'M Manhas', 'WD Parnell']","['AA Chavan', 'SW Tait', 'SR Watson', 'J Botha', 'STR Binny', 'SK Trivedi']",40.0,116,77,8,193
599,37,2,2012,10,9,"['R Dravid', 'AM Rahane', 'SR Watson', 'AL Menaria', 'OA Shah']","['WD Parnell', 'B Kumar', 'M Kartik', 'A Nehra', 'AD Mathews', 'MJ Clarke', 'SPD Smith']",49.0,93,7,188,32
600,40,1,2012,8,13,"['JEC Franklin', 'SR Tendulkar', 'RG Sharma', 'KD Karthik', 'AT Rayudu', 'DR Smith', 'KA Pollard', 'Harbhajan Singh']","['Z Khan', 'R Vinay Kumar', 'HV Patel', 'J Syed Mohammad', 'M Muralitharan']",30.0,47,127,194,163
601,40,2,2012,13,8,"['TM Dilshan', 'CH Gayle', 'V Kohli']","['SL Malinga', 'RP Singh', 'KA Pollard', 'Harbhajan Singh', 'PP Ojha', 'RG Sharma']",37.0,131,21,161,169
602,29,1,2012,1,3,"['DJ Harris', 'S Dhawan', 'KC Sangakkara', 'CL White', 'JP Duminy']","['AD Russell', 'IK Pathan', 'M Morkel', 'VR Aaron', 'S Nadeem']",33.0,28,113,14,79
603,29,2,2012,3,1,"['V Sehwag', 'DA Warner', 'NV Ojha']","['S Dhawan', 'TP Sudhindra', 'MS Gony', 'A Ashish Reddy', 'A Mishra', 'Ankit Sharma']",69.0,135,25,147,203
604,32,1,2012,10,0,"['R Dravid', 'AM Rahane', 'SR Watson', 'STR Binny', 'BJ Hodge', 'J Botha', 'AL Menaria', 'DH Yagnik']","['JA Morkel', 'BW Hilfenhaus', 'VY Mahesh', 'DJ Bravo', 'RA Jadeja', 'R Ashwin']",34.0,93,7,72,41
605,32,2,2012,0,10,"['MEK Hussey', 'M Vijay', 'SK Raina', 'DJ Bravo', 'MS Dhoni', 'RA Jadeja', 'S Anirudha', 'JA Morkel']","['SR Watson', 'Pankaj Singh', 'SW Tait', 'J Botha', 'SK Trivedi']",41.0,69,72,166,156
606,37,1,2012,13,9,"['CH Gayle', 'TM Dilshan', 'V Kohli', 'SS Tiwary', 'AB de Villiers']","['K Upadhyay', 'AC Thomas', 'B Kumar', 'AD Mathews', 'R Sharma', 'MJ Clarke']",71.0,24,138,85,14
607,37,2,2012,9,13,"['MD Mishra', 'MK Pandey', 'MJ Clarke', 'RV Uthappa', 'AP Majumdar', 'AD Mathews', 'SPD Smith', 'B Kumar', 'AC Thomas', 'R Sharma', 'K Upadhyay']","['Z Khan', 'R Vinay Kumar', 'HV Patel', 'KP Appanna', 'M Muralitharan']",51.0,67,80,194,163
608,18,1,2012,3,0,"['DA Warner', 'V Sehwag', 'NV Ojha', 'DPMD Jayawardene', 'Y Nagar', 'Y Venugopal Rao', 'IK Pathan']","['BW Hilfenhaus', 'JA Morkel', 'DJ Bravo', 'SB Jakati', 'RA Jadeja', 'R Ashwin']",29.0,26,142,33,84
609,18,2,2012,0,3,"['MEK Hussey', 'M Vijay', 'SK Raina']","['M Morkel', 'UT Yadav', 'VR Aaron', 'RE van der Merwe', 'IK Pathan']",46.0,69,72,98,206
610,8,1,2012,8,7,"['HH Gibbs', 'SR Tendulkar', 'RG Sharma']","['Shakib Al Hasan', 'B Lee', 'SP Narine', 'JH Kallis', 'R Bhatia']",49.0,41,127,172,33
